running on cuda6
Files already downloaded and verified
Files already downloaded and verified
path=./exp_result_2048_4/cifar10/CAE/main_task_acc.txt
num_exp:1, epochs:60, batchsize:2048, lambda:1.0
Epoch 0% 	 train_loss:2.56 train_acc:0.10 test_acc:0.09
Epoch 1% 	 train_loss:2.41 train_acc:0.08 test_acc:0.10
Epoch 2% 	 train_loss:2.37 train_acc:0.09 test_acc:0.10
Epoch 3% 	 train_loss:2.35 train_acc:0.07 test_acc:0.13
Epoch 4% 	 train_loss:2.34 train_acc:0.04 test_acc:0.15
Epoch 5% 	 train_loss:2.34 train_acc:0.06 test_acc:0.16
Epoch 6% 	 train_loss:2.33 train_acc:0.04 test_acc:0.20
Epoch 7% 	 train_loss:2.32 train_acc:0.04 test_acc:0.21
Epoch 8% 	 train_loss:2.31 train_acc:0.03 test_acc:0.23
Epoch 9% 	 train_loss:2.30 train_acc:0.03 test_acc:0.26
Epoch 10% 	 train_loss:2.29 train_acc:0.02 test_acc:0.28
Epoch 11% 	 train_loss:2.29 train_acc:0.02 test_acc:0.32
Epoch 12% 	 train_loss:2.29 train_acc:0.02 test_acc:0.34
Epoch 13% 	 train_loss:2.29 train_acc:0.02 test_acc:0.36
Epoch 14% 	 train_loss:2.29 train_acc:0.02 test_acc:0.37
Epoch 15% 	 train_loss:2.29 train_acc:0.01 test_acc:0.38
Epoch 16% 	 train_loss:2.29 train_acc:0.01 test_acc:0.40
Epoch 17% 	 train_loss:2.28 train_acc:0.00 test_acc:0.41
Epoch 18% 	 train_loss:2.28 train_acc:0.00 test_acc:0.41
Epoch 19% 	 train_loss:2.28 train_acc:0.01 test_acc:0.43
Epoch 20% 	 train_loss:2.28 train_acc:0.00 test_acc:0.45
Epoch 21% 	 train_loss:2.28 train_acc:0.00 test_acc:0.44
Epoch 22% 	 train_loss:2.27 train_acc:0.00 test_acc:0.44
Epoch 23% 	 train_loss:2.27 train_acc:0.01 test_acc:0.46
Epoch 24% 	 train_loss:2.27 train_acc:0.00 test_acc:0.47
Epoch 25% 	 train_loss:2.27 train_acc:0.00 test_acc:0.50
Epoch 26% 	 train_loss:2.27 train_acc:0.00 test_acc:0.49
Epoch 27% 	 train_loss:2.26 train_acc:0.00 test_acc:0.50
Epoch 28% 	 train_loss:2.26 train_acc:0.00 test_acc:0.53
Epoch 29% 	 train_loss:2.26 train_acc:0.00 test_acc:0.52
Epoch 30% 	 train_loss:2.26 train_acc:0.00 test_acc:0.52
Epoch 31% 	 train_loss:2.26 train_acc:0.00 test_acc:0.51
Epoch 32% 	 train_loss:2.25 train_acc:0.00 test_acc:0.52
Epoch 33% 	 train_loss:2.25 train_acc:0.00 test_acc:0.52
Epoch 34% 	 train_loss:2.25 train_acc:0.00 test_acc:0.55
Epoch 35% 	 train_loss:2.25 train_acc:0.00 test_acc:0.56
Epoch 36% 	 train_loss:2.25 train_acc:0.00 test_acc:0.55
Epoch 37% 	 train_loss:2.24 train_acc:0.00 test_acc:0.52
Epoch 38% 	 train_loss:2.24 train_acc:0.00 test_acc:0.55
Epoch 39% 	 train_loss:2.24 train_acc:0.00 test_acc:0.57
Epoch 40% 	 train_loss:2.24 train_acc:0.00 test_acc:0.54
Epoch 41% 	 train_loss:2.24 train_acc:0.00 test_acc:0.55
Epoch 42% 	 train_loss:2.23 train_acc:0.00 test_acc:0.55
Epoch 43% 	 train_loss:2.23 train_acc:0.00 test_acc:0.56
Epoch 44% 	 train_loss:2.23 train_acc:0.00 test_acc:0.56
Epoch 45% 	 train_loss:2.23 train_acc:0.00 test_acc:0.57
Epoch 46% 	 train_loss:2.23 train_acc:0.00 test_acc:0.56
Epoch 47% 	 train_loss:2.23 train_acc:0.00 test_acc:0.57
Epoch 48% 	 train_loss:2.22 train_acc:0.00 test_acc:0.56
Epoch 49% 	 train_loss:2.22 train_acc:0.00 test_acc:0.55
Epoch 50% 	 train_loss:2.22 train_acc:0.00 test_acc:0.53
Epoch 51% 	 train_loss:2.22 train_acc:0.00 test_acc:0.56
Epoch 52% 	 train_loss:2.22 train_acc:0.00 test_acc:0.57
Epoch 53% 	 train_loss:2.22 train_acc:0.00 test_acc:0.56
Epoch 54% 	 train_loss:2.22 train_acc:0.00 test_acc:0.56
Epoch 55% 	 train_loss:2.21 train_acc:0.00 test_acc:0.55
Epoch 56% 	 train_loss:2.21 train_acc:0.00 test_acc:0.54
Epoch 57% 	 train_loss:2.21 train_acc:0.00 test_acc:0.53
Epoch 58% 	 train_loss:2.21 train_acc:0.00 test_acc:0.53
Epoch 59% 	 train_loss:2.21 train_acc:0.00 test_acc:0.53
time used = 790.2774903774261
num_exp:1, epochs:60, batchsize:2048, lambda:0.5
Epoch 0% 	 train_loss:2.67 train_acc:0.09 test_acc:0.10
Epoch 1% 	 train_loss:2.40 train_acc:0.06 test_acc:0.12
Epoch 2% 	 train_loss:2.35 train_acc:0.06 test_acc:0.12
Epoch 3% 	 train_loss:2.35 train_acc:0.06 test_acc:0.13
Epoch 4% 	 train_loss:2.37 train_acc:0.04 test_acc:0.17
Epoch 5% 	 train_loss:2.32 train_acc:0.03 test_acc:0.22
